pid,AD,CIT,SW
37,-0.026946884143574077,0.8862791241776287,0.3705740733950787
38,-0.07704483307723159,0.16370130518862672,-0.03279588187909985
39,0.031261279036832734,-0.11781967594640004,-0.3024759203382307
40,-0.12123142737993621,-0.7117346767228359,0.6207152394013753
42,-0.22794153344887655,-0.5540744805932234,0.056897366611151995
43,0.07754012968530405,-0.8137883480035921,0.11976360032638628
44,0.3351098098413914,0.14188398196584467,0.6124209320009064
45,-0.5080208615248384,-0.9678769706876039,0.2892616172607153
46,0.2347896819131461,1.506045655346354,1.1700737720402947
47,-0.222111117835857,0.5555383081018688,-0.7313297660624856
49,-0.08795587935741392,0.4296455455731901,0.3100094101870086
51,0.17128319863241923,0.8243790760941752,-0.39950119761426794
52,0.3085340322122466,0.5424995845540701,0.7506683529126922
54,0.38452694845210944,1.038909236100049,0.5462051844088476
56,-0.22016571471838808,0.19170480835063744,0.08771990168882113
57,0.25234911590976966,1.3689710450893051,1.3280932262954228
58,0.13631256826817215,-0.5562021022958612,-0.9374982237635425
59,0.257858366846372,-0.306155759954526,-1.3998816281332616
60,-0.018104127280815285,-0.2793264590793749,0.2316021688476262
61,-0.6213937207547995,-0.3956721053047359,-0.04092185485620141
63,-0.27601535933756066,0.4746134250713572,1.29796194985517
65,0.3026855557240255,0.86643890224475,0.7374981703568104
66,0.16510428031631408,1.3292625761084709,0.707161333700718
67,-0.5004821780170285,-0.892866096681492,-1.669842367184584
69,-0.567886710542763,-0.9756397180884221,-1.6850960182493298
72,0.4846549630015562,0.3275852867712588,1.2146835186584757
74,-0.4306940739697178,-0.500143111800746,-1.6850960182493298
75,0.7644332074630649,2.371547986433308,0.07576871351247311
76,-0.6288260493902202,-0.13899686303654946,0.1088314917776267
77,0.3759445467847702,1.7690467855141492,1.2646847725974704
78,0.14539182270209713,1.3470918555567903,1.3056414691729232
79,-0.27462712429549935,-0.9459334078596309,-0.5842654308637172
80,0.7150909788199502,0.660424979829189,0.8521397131941805
81,-0.5112604885749166,-0.7649671754912799,-1.3220522838749202
84,0.4859205194863988,1.0242088085452925,1.1567241869806506
86,-0.5597385075540766,-0.8297790100836782,-1.6850960182493298
87,0.46525058971606714,0.49635826242978176,0.9055098086013154
89,0.008352285677562216,-1.0841014061734533,-0.12129562516950665
91,-0.6846622259991322,-0.8041134824821792,0.9809428148990552
92,-0.40100265637135296,-0.4470136392618827,-0.5117288623382741
93,0.0643666637591333,1.117561217435068,0.7239338525272602
95,-0.1381192580150798,-0.4794057822857048,-1.023607937491217
96,-0.6464985043793431,-0.6008063338347014,-0.04497421155024983
98,0.6456148781357326,-0.12961800364246234,1.0694559064195932
99,-0.39817033644689287,-0.4589208220354474,-0.941330649928832
100,-0.2698531758401042,-0.39572882815895033,-0.2503374020137881
101,0.34920411164204634,-0.39146634818758747,0.11797965308188282
102,-0.7550291607643582,-0.7437987618692787,-0.9905390921346109
104,-0.1324785931021003,-0.16824426199768414,0.12962638706749463
105,-0.0058118100570109625,-0.7745589115424667,0.25101598211844056
108,0.361897544167613,0.14033533334489992,-0.6480764781660358
109,0.22728568837199617,0.2930964611802254,-0.7401735410096759
110,-0.7510708683460261,-0.6639503487661301,-1.669842367184584
111,-0.13931056175770895,-0.4393337771043186,-1.0892170500263987
112,-0.4408725282655441,-0.8396869686842621,-0.8382368567491668
113,-0.576745164692368,-0.6411127441136635,-1.2459151779441784
114,-0.10271038165865662,0.5040581609614051,1.075994189325213
116,0.0786915693594328,0.7830086323220035,-0.11380171332401998
117,0.5708031669554532,0.3301238312826147,0.05812190281562116
118,-0.03225649971753611,-0.699872361211527,-1.1312504788087032
120,0.7884620609082039,-0.15662177291392684,0.055820667653323164
121,0.537037185125589,0.2515831645675885,0.8099033544284477
122,0.11243417370643576,0.9010604858034097,-0.764436722020253
123,-0.03465733440386498,0.7530372678125415,1.2724613580941675
124,-0.10101002209341321,-0.3001395793099792,0.08641574727811782
125,0.825716984071788,2.316513093364569,-1.6161203861924958
126,-0.2027537813474623,-0.621077792430947,0.22013508931436926
127,-0.6902549314598958,-0.9057329172973172,-0.6408092378971455
128,-0.6069311605129947,0.5509543206840447,-0.1969852870128579
129,-0.2071851544359099,1.159394581914684,1.3576358284336587
130,-0.3309264385519575,0.7975601599874431,0.7191741036378545
133,0.16194140980867644,0.3470543179085749,-0.34249349831271847
135,-0.20305089378809962,-0.5043000742847625,-0.1819194939868828
136,-0.27745533097099495,0.10575736461513348,0.4500003904868937
137,0.39478636152729346,-0.5045454153095215,-1.0186368030207955
139,0.07729750371449004,0.049195980534590275,-1.2363296760749933
140,-0.21436619606166588,-0.00789081382665708,0.9718440260826784
141,0.15118520018566883,0.37136472560043743,0.2711801494631252
142,0.10266737048417379,1.1586994734067928,-0.2883788481748415
143,0.4370842861030503,0.32985583876407226,-0.646832994466212
145,0.9370905443371222,0.41135408333278256,1.031868614512538
147,0.03779380089921319,-0.23792286653399752,-0.5788791108251047
148,0.3038743347057656,0.42629680673054443,0.03525833212341351
149,-0.07283663658720385,0.5887116658711404,1.0982459558846092
151,-0.500619387050123,1.5586569878445458,-0.574428259179598
152,-0.32813295912028945,0.17025468282962197,-0.2258547276989505
153,-0.32003788585321036,-0.7013414934827681,-0.9861208278466322
154,0.4979654040799403,-0.3178276079860868,-0.8677688853588894
156,0.49308308470659457,0.3146090930516129,-0.12395938497095527
157,-0.4443115721768746,-0.23392577131568457,-0.09824244564510234
159,1.1059615255457895,1.6020415012055684,1.4559144920924407
163,0.16636580036043902,-0.1569234260716892,-0.5256301608094864
164,-0.5122582489980826,-0.9662822574287471,1.1191162044600658
167,0.36623463006114765,0.5737208794210087,-0.36104539066936503
171,-0.01090091094582038,1.0533178441303572,0.9606981800915121
172,-0.4260161309704824,-0.589223108309637,-0.8045525536731414
175,-0.6999657585475085,-0.4112821529103293,-0.5912403776981934
177,-0.3189007337329307,0.5533408625262015,-0.0312123855452745
178,-0.18670654356429173,1.8040941923666267,0.9924493862567
182,0.07624945671220651,0.8951786815525604,-0.1979802968981207
183,-0.15256263643582385,-0.08459364769993652,-0.3848377389604972
184,-0.3599377992378831,0.2638020438387593,-1.3137732034271012
185,-0.2626830243460829,-0.9426233198340119,-1.2270822446093321
186,-0.37546039544695015,-0.42759645846287336,-0.9186178705377563
188,-0.3326643937673736,1.2858343536012966,0.4714216729437775
